paper_id,paper_title,paper_link,year,list_of_staff,number_of_staff,staff_name1,staff_dept1,staff_title1,staff_name2,staff_dept2,staff_title2,staff_name3,staff_dept3,staff_title3
515,High-quality Approximation of Scientific Data using 3D Gaussian Splatting,https://ieeevis.b-cdn.net/vis_2024/posters/a-ldav-posters-1702.pdf,2024,"['Kumar, Sidharth', 'Papka, Michael E.']",2,"Kumar, Sidharth",Department of Computer Science,Associate Professor,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
516,"MammOnc-DB, an integrative breast cancer data analysis platform for target discovery",https://pmc.ncbi.nlm.nih.gov/articles/PMC11469468/,2024,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
517,Investigating Data Movement Strategies for Distribution of Repartitioned Data,https://dl.acm.org/doi/fullHtml/10.1145/3626203.3670534,2024,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
518,Interactive Isosurface Visualization in Memory Constrained Environments Using Deep Learning and Speculative Raycasting,https://ieeexplore.ieee.org/iel8/2945/10829748/10577555.pdf,2024,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
519,TinyProf: Towards continuous performance introspection through scalable parallel I/O,https://ieeexplore.ieee.org/iel7/10528919/10528920/10528932.pdf,2024,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
520,Configurable algorithms for all-to-all collectives,https://ieeexplore.ieee.org/iel7/10528919/10528920/10528936.pdf,2024,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
521,Bruck algorithm performance analysis for multi-GPU all-to-all communication,https://dl.acm.org/doi/fullHtml/10.1145/3635035.3635047,2024,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
522,Communication-avoiding recursive aggregation,https://thomas.gilray.org/pdf/comm-avoiding-aggregation.pdf,2023,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
523,Speculative Progressive Raycasting for Memory Constrained Isosurface Visualization of Massive Volumes,https://arxiv.org/pdf/2309.10212,2023,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
524,"Scalable, interactive and hierarchical visualization of virus taxonomic data",https://indigo.uic.edu/articles/conference_contribution/Scalable_interactive_and_hierarchical_visualization_of_virus_taxonomic_data/26181200/1/files/47436137.pdf,2023,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
525,The robustness of persistent homology of brain networks to data acquisition‐related non‐neural variability in resting state fMRI,https://onlinelibrary.wiley.com/doi/full/10.1002/hbm.26403,2023,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
526,Towards iterated relational algebra on the GPU,https://indigo.uic.edu/articles/conference_contribution/Towards_iterated_relational_algebra_on_the_GPU/26181197/1/files/47436116.pdf,2023,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
527,Towards iterative relational algebra on the {GPU},https://www.usenix.org/system/files/atc23-shovon.pdf,2023,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
528,A Visual Guide to MPI All-to-all,https://par.nsf.gov/servlets/purl/10466887,2022,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
529,Accelerating datalog applications with cudf,https://par.nsf.gov/servlets/purl/10567898,2022,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
530,Optimizing the bruck algorithm for non-uniform all-to-all communication,https://dl.acm.org/doi/pdf/10.1145/3502181.3531468,2022,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
531,GraphWaGu: GPU Powered Large Scale Graph Layout Computation and Rendering for the Web.,https://par.nsf.gov/servlets/purl/10384648,2022,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
532,UALCAN: An update to the integrated cancer data analysis platform,https://www.sciencedirect.com/science/article/pii/S147655862200001X,2022,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
533,Generalized Radix-r Bruck Algorithm for All-to-all Communication,https://par.nsf.gov/servlets/purl/10387679,2022,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
534,Adaptive spatially aware i/o for multiresolution particle data layouts,https://www.osti.gov/servlets/purl/1820816,2021,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
535,Spatially-aware parallel I/O for particle data,https://sidharthkumar.io/publications/ICPP_2019.pdf,2019,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
536,VisIt-OSPRay: Toward an Exascale Volume Visualization System.,https://diglib.eg.org/bitstream/handle/10.2312/pgv20181091/013-023.pdf,2018,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
537,Reducing network congestion and synchronization overhead during aggregation of hierarchical data,https://www.researchgate.net/profile/Duong-Hoang-20/publication/323063180_Reducing_Network_Congestion_and_Synchronization_Overhead_During_Aggregation_of_Hierarchical_Data/links/5be3894b299bf1124fc2e4f7/Reducing-Network-Congestion-and-Synchronization-Overhead-During-Aggregation-of-Hierarchical-Data.pdf,2017,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
538,Evaluation of in-situ analysis strategies at scale for power efficiency and scalability,http://www.sci.utah.edu/publications/Rod2016a/CCGRID.pdf,2016,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
539,Efficient I/O and storage of adaptive-resolution data,https://www.researchgate.net/profile/Peer-Timo-Bremer/publication/269996416_Efficient_IO_and_Storage_of_Adaptive-Resolution_Data/links/549f2b9d0cf257a635fe732a/Efficient-I-O-and-Storage-of-Adaptive-Resolution-Data.pdf,2014,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
540,Lassi: An llm-based automated self-correcting pipeline for translating parallel scientific codes,https://arxiv.org/pdf/2407.01638,2024,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
541,Surrogate Modeling for HPC Application Iteration Times Forecasting with Network Features,https://dl.acm.org/doi/fullHtml/10.1145/3615979.3656055,2024,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
542,Interpretable Modeling of Deep Reinforcement Learning Driven Scheduling,https://arxiv.org/pdf/2403.16293,2023,"['Lan, Zhiling', 'Papka, Michael E.']",2,"Lan, Zhiling",Department of Computer Science,Professor,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
543,Performance and power modeling and prediction using MuMMI and 10 machine learning methods,https://onlinelibrary.wiley.com/doi/am-pdf/10.1002/cpe.7254,2023,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
544,Workload interference prevention with intelligent routing and flexible job placement on dragonfly,https://dl.acm.org/doi/fullHtml/10.1145/3573900.3591119,2023,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
545,Machine learning for interconnect network traffic forecasting: Investigation and exploitation,https://dl.acm.org/doi/fullHtml/10.1145/3573900.3591123,2023,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
546,Hybrid PDES Simulation of HPC Networks using Zombie Packets,https://indigo.uic.edu/articles/conference_contribution/Hybrid_PDES_Simulation_of_HPC_Networks_using_Zombie_Packets/26072548/1/files/47164987.pdf,2023,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
547,Study of workload interference with intelligent routing on dragonfly,https://arxiv.org/pdf/2403.16288,2022,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
548,Dras: Deep reinforcement learning for cluster scheduling in high performance computing,https://ieeexplore.ieee.org/ielaam/71/9790018/9894371-aam.pdf,2022,"['Lan, Zhiling', 'Papka, Michael E.']",2,"Lan, Zhiling",Department of Computer Science,Professor,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
549,Mrsch: Multi-resource scheduling for hpc,https://arxiv.org/pdf/2403.16298,2022,"['Lan, Zhiling', 'Papka, Michael E.']",2,"Lan, Zhiling",Department of Computer Science,Professor,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
550,Encoding for reinforcement learning driven scheduling,https://jsspp.org/papers22/8.pdf,2022,"['Lan, Zhiling', 'Papka, Michael E.']",2,"Lan, Zhiling",Department of Computer Science,Professor,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
551,Hybrid workload scheduling on HPC systems,https://arxiv.org/pdf/2109.05412,2022,"['Lan, Zhiling', 'Papka, Michael E.']",2,"Lan, Zhiling",Department of Computer Science,Professor,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
552,Performance and energy improvement of ECP proxy app SW4lite under various workloads,https://passlab.github.io/mchpc/mchpc2021/presentation/102.pdf,2021,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
553,A dynamic power capping library for HPC applications,http://www.cs.iit.edu/~lan/publications/Cluster21Poster.pdf,2021,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
554,Q-adaptive: A multi-agent reinforcement learning based routing on dragonfly network,https://dl.acm.org/doi/pdf/10.1145/3431379.3460650,2021,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
555,Deep reinforcement agent for scheduling in HPC,https://arxiv.org/pdf/2102.06243,2021,"['Lan, Zhiling', 'Papka, Michael E.']",2,"Lan, Zhiling",Department of Computer Science,Professor,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
556,DRAS-CQSim: A reinforcement learning based framework for HPC cluster scheduling,https://www.sciencedirect.com/science/article/pii/S2665963821000257,2021,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
557,DNPC: A Dynamic Node-Level Power Capping Library for Scientific Applications,http://urj.library.iit.edu/index.php/urj/article/download/49/9,2021,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
558,Union: An automatic workload manager for accelerating network simulation,https://arxiv.org/pdf/2403.17036,2020,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
559,The effect of system utilization on application performance variability,https://dl.acm.org/doi/pdf/10.1145/3322789.3328743,2019,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
560,Scheduling beyond CPUs for HPC,https://dl.acm.org/doi/pdf/10.1145/3307681.3325401,2019,"['Lan, Zhiling', 'Papka, Michael E.']",2,"Lan, Zhiling",Department of Computer Science,Professor,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
561,Modeling and analysis of application interference on dragonfly+,https://dl.acm.org/doi/pdf/10.1145/3316480.3325517,2019,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
562,Exploiting multi-resource scheduling for HPC,https://sc19.supercomputing.org/proceedings/src_poster/poster_files/spostg111s2-file2.pdf,2019,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
563,"Joint effects of application communication pattern, job placement and network routing on fat-tree systems",https://dl.acm.org/doi/pdf/10.1145/3229710.3229747,2018,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
564,"System-wide trade-off modeling of performance, power, and resilience on petascale systems",http://www.cs.iit.edu/~lan/publications/topper_2018.pdf,2018,"['Lan, Zhiling', 'Papka, Michael E.']",2,"Lan, Zhiling",Department of Computer Science,Professor,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
565,Trade-off study of localizing communication and balancing network traffic on a dragonfly system,https://par.nsf.gov/servlets/purl/10097521,2018,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
566,Evaluating runtime and power requirements of multilevel checkpointing MPI applications on four different parallel architectures: an empirical study,https://cug.org/proceedings/cug2018_proceedings/includes/files/pap166s2-file1.pdf,2018,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
567,"Extreme heterogeneity 2018: Productive computational science in the era of extreme heterogeneity report for DOE ASCR basic research needs workshop on extreme heterogeneity January 23–25, 2018",https://www.osti.gov/servlets/purl/1494112,2018,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
568,Preliminary interference study about job placement and routing algorithms in the fat-tree topology for HPC applications,https://www.researchgate.net/profile/Yuping-Fan-2/publication/320029461_Preliminary_Interference_Study_About_Job_Placement_and_Routing_Algorithms_in_the_Fat-Tree_Topology_for_HPC_Applications/links/61abaafb50e22929cd47e713/Preliminary-Interference-Study-About-Job-Placement-and-Routing-Algorithms-in-the-Fat-Tree-Topology-for-HPC-Applications.pdf,2017,"['Lan, Zhiling']",1,"Lan, Zhiling",Department of Computer Science,Professor,,,,,,
